customer_id,age,tenure_months,region,subscription_tier,num_purchases_quarter,avg_monthly_spend_gbp,returns_per_purchase,last_login_days_ago,avg_review_polarity,support_tickets_quarter,churned
109045,66,2,London,basic,8,142.15,0.211,49.0,0.12,2,0
109046,76,59,Scotland,premium,12,162.43,0.041,40.0,,1,0
109047,71,37,Scotland,free,6,47.29,0.05,0.0,-0.243,1,1
109048,43,69,London,basic,5,118.67,0.049,,0.509,0,0
109049,64,6,Scotland,free,4,44.08,0.238,26.0,,2,0
109050,19,67,North,free,11,127.69,0.083,2.0,0.022,2,0
109051,53,41,Ireland,free,3,46.25,0.235,42.0,0.512,0,0
109052,20,7,South,free,9,55.32,0.091,12.0,0.447,1,0
109053,63,37,London,basic,3,27.05,0.095,4.0,-0.312,3,0
109054,78,2,North,basic,6,26.86,0.286,61.0,0.147,1,0
109055,60,6,Wales,basic,9,72.61,0.106,11.0,0.518,4,0
109056,70,38,London,basic,4,107.63,0.114,12.0,0.336,2,0
109057,32,59,North,free,6,26.46,0.208,,,0,0
109058,80,7,North,free,5,138.1,0.254,28.0,0.049,0,0
109059,52,19,Scotland,basic,6,127.67,0.462,16.0,0.301,0,0
109060,60,28,North,free,5,72.12,0.066,12.0,0.053,2,0
109061,66,39,London,premium,6,106.15,0.021,41.0,-0.27,1,0
109062,58,0,London,free,5,37.79,0.127,4.0,0.185,1,0
109063,37,46,London,free,10,20.21,0.061,13.0,0.832,1,1
109064,56,36,Ireland,basic,7,37.86,0.204,49.0,,0,0
109065,59,70,South,basic,7,125.51,0.099,22.0,,1,0
109066,72,21,Scotland,free,7,132.2,0.09,33.0,,1,0
109067,48,36,London,free,7,23.85,0.097,15.0,0.479,1,0
109068,49,5,London,free,6,23.6,0.034,40.0,0.301,0,0
109069,49,66,London,free,3,29.26,0.281,73.0,,0,0
109070,25,60,South,basic,4,14.06,0.034,,0.323,1,0
109071,23,25,Scotland,free,3,35.61,0.118,10.0,0.724,0,0
109072,19,33,South,basic,7,76.49,0.019,,,0,0
109073,59,62,Scotland,free,5,6.66,0.05,28.0,0.049,0,0
109074,44,21,London,free,4,51.78,0.058,24.0,0.072,0,0
109075,72,17,London,basic,8,147.19,0.017,39.0,0.29,1,0
109076,62,17,South,premium,4,103.32,0.361,47.0,-0.572,0,0
109077,26,51,London,free,6,72.13,0.122,3.0,0.867,0,0
109078,24,15,London,premium,11,58.89,0.217,12.0,0.041,0,0
109079,41,6,London,basic,4,120.71,0.257,120.0,,1,0
109080,76,12,London,free,6,77.71,0.05,1.0,0.135,0,0
109081,21,71,North,basic,10,45.07,0.414,14.0,,2,0
109082,29,63,London,free,6,105.11,0.045,90.0,0.844,2,0
109083,19,69,London,basic,7,21.01,0.142,8.0,0.162,2,0
109084,44,20,Scotland,free,5,95.14,0.205,24.0,0.256,0,1
109085,80,32,London,free,8,80.12,0.219,72.0,,0,0
109086,61,35,Ireland,free,9,62.82,0.133,19.0,-0.058,3,0
109087,49,38,London,basic,6,58.31,0.164,,0.119,1,0
109088,27,1,North,free,2,177.26,0.135,16.0,0.246,2,0
109089,40,43,Scotland,basic,3,116.53,0.042,38.0,,1,0
109090,51,2,Scotland,basic,7,142.72,0.102,49.0,-0.255,0,0
109091,35,20,North,free,7,76.82,0.303,38.0,,0,1
109092,62,21,North,premium,7,122.0,0.379,7.0,,2,0
109093,79,49,North,basic,10,74.8,0.169,111.0,,1,0
109094,30,65,Scotland,basic,10,49.41,0.012,11.0,0.212,0,0
109095,33,50,London,free,4,94.89,0.155,13.0,0.502,0,0
109096,25,31,London,free,10,45.37,0.311,13.0,0.379,0,0
109097,63,38,London,free,6,124.72,0.372,43.0,-0.134,2,0
109098,47,37,Scotland,basic,3,23.43,0.2,4.0,,2,0
109099,35,10,North,free,4,45.98,0.261,6.0,0.448,2,0
109100,31,69,London,free,7,34.01,0.143,26.0,0.024,1,0
109101,22,67,South,basic,8,280.94,0.035,21.0,0.063,1,0
109102,47,17,Scotland,premium,9,34.69,0.453,6.0,0.606,1,1
109103,61,8,Wales,premium,6,52.7,0.022,66.0,,0,1
109104,32,12,South,free,4,12.93,0.014,6.0,,1,0
109105,18,45,Scotland,premium,7,181.82,0.101,51.0,,0,0
109106,47,2,South,free,10,31.07,0.018,24.0,0.743,0,0
109107,60,7,North,basic,4,156.9,0.139,12.0,0.274,3,0
109108,39,47,South,basic,5,26.4,0.076,15.0,,2,0
109109,33,10,London,free,4,27.73,0.287,22.0,-0.25,2,1
109110,27,5,South,free,3,98.06,0.063,7.0,0.317,1,0
109111,65,1,South,free,6,18.57,0.103,3.0,0.375,4,0
109112,72,51,South,premium,6,74.05,0.044,24.0,0.578,1,0
109113,66,26,London,free,7,32.15,0.048,32.0,0.596,0,0
109114,50,20,South,free,5,248.3,0.161,,0.008,2,0
109115,63,46,Ireland,free,8,193.94,0.005,21.0,0.26,0,0
109116,43,12,North,free,7,133.18,0.332,,0.072,2,0
109117,19,38,London,premium,8,280.45,0.32,41.0,0.38,1,0
109118,41,35,London,free,5,35.55,0.034,18.0,-0.37,1,0
109119,62,49,Wales,basic,7,94.81,0.006,37.0,,3,0
109120,58,45,South,premium,9,28.33,0.008,14.0,0.25,0,0
109121,80,49,Wales,basic,5,101.3,0.16,73.0,,0,0
109122,80,15,South,free,1,69.72,0.008,19.0,0.245,1,0
109123,33,10,South,premium,5,23.15,0.13,4.0,0.037,1,0
109124,18,38,Scotland,basic,5,52.72,0.5,10.0,,1,1
109125,35,4,London,free,7,58.75,0.207,23.0,0.33,0,0
109126,73,33,South,free,10,57.47,0.067,18.0,-0.015,0,0
109127,69,45,North,basic,6,192.4,0.268,83.0,0.099,1,0
109128,24,59,Wales,free,4,25.97,0.296,11.0,,0,0
109129,28,47,London,premium,7,34.11,0.23,8.0,0.95,1,0
109130,53,72,London,free,5,6.85,0.387,35.0,,1,1
109131,59,40,London,free,2,87.66,0.407,48.0,0.364,1,0
109132,79,32,North,premium,5,96.97,0.087,91.0,,1,0
109133,65,17,Scotland,free,4,101.27,0.03,5.0,0.14,0,0
109134,31,49,Scotland,basic,5,53.2,0.005,,0.219,0,0
109135,20,59,Scotland,basic,6,32.58,0.197,4.0,-0.621,0,0
109136,57,23,London,free,12,23.67,0.034,8.0,0.381,2,0
109137,52,5,South,free,1,81.06,0.174,5.0,-0.027,1,0
109138,76,0,Scotland,free,8,30.66,0.193,,,1,1
109139,54,46,London,free,9,16.92,0.063,43.0,0.368,1,0
109140,49,48,London,free,7,112.91,0.219,,0.117,2,1
109141,37,8,London,free,4,42.28,0.066,20.0,,2,1
109142,23,1,Scotland,free,8,61.49,0.035,,,0,0
109143,73,47,North,basic,9,5.09,0.157,3.0,,1,0
109144,70,29,Scotland,free,11,53.0,0.5,40.0,-0.038,1,1
109145,28,30,London,free,5,46.3,0.274,1.0,,3,0
109146,62,19,Scotland,basic,6,200.67,0.5,29.0,0.121,4,1
109147,40,52,Scotland,free,7,45.92,0.056,40.0,0.259,2,0
109148,45,54,North,free,8,6.55,0.282,3.0,,4,0
109149,71,3,London,free,2,46.15,0.218,,0.069,0,1
109150,71,6,North,free,5,54.88,0.126,19.0,0.862,1,0
109151,30,40,London,free,5,137.11,0.203,9.0,0.264,0,0
109152,37,44,London,basic,13,52.77,0.5,1.0,0.113,1,1
109153,69,10,South,free,11,40.02,0.358,97.0,,2,1
109154,75,11,London,basic,8,49.11,0.135,7.0,0.272,2,0
109155,22,49,Wales,basic,7,429.53,0.263,66.0,-0.578,1,1
109156,70,33,South,free,1,78.8,0.024,9.0,,1,0
109157,48,8,Scotland,basic,6,44.18,0.103,,-0.004,0,0
109158,55,44,London,premium,6,114.13,0.316,7.0,0.594,0,0
109159,22,5,London,free,3,23.67,0.09,,,2,1
109160,60,16,Scotland,basic,8,31.4,0.088,25.0,0.741,0,0
109161,60,52,Wales,free,5,36.47,0.225,10.0,,0,0
109162,59,16,Scotland,basic,4,14.8,0.125,,0.635,3,0
109163,67,4,London,basic,8,112.87,0.207,52.0,-0.112,7,0
109164,77,70,South,free,6,30.41,0.04,20.0,0.206,1,0
109165,71,16,South,basic,7,59.84,0.047,8.0,0.827,1,0
109166,64,37,London,basic,6,35.74,0.097,18.0,-0.382,3,0
109167,79,60,South,free,5,69.49,0.082,30.0,0.358,0,0
109168,60,72,South,basic,2,224.74,0.264,3.0,0.547,0,0
109169,60,59,Scotland,premium,5,41.84,0.174,63.0,0.106,1,0
109170,52,24,South,free,11,38.11,0.171,7.0,0.25,0,0
109171,66,62,Scotland,basic,6,21.3,0.252,92.0,,0,0
109172,22,0,Wales,free,6,43.93,0.113,15.0,0.744,1,0
109173,49,23,North,basic,4,13.18,0.045,49.0,-0.402,1,0
109174,44,14,South,basic,3,161.25,0.04,,,3,0
109175,75,38,Scotland,free,8,33.4,0.092,22.0,-0.252,2,0
109176,22,65,Wales,free,9,26.8,0.319,88.0,0.382,0,0
109177,58,56,North,free,8,47.38,0.074,81.0,-0.418,1,0
109178,29,72,Wales,basic,2,88.16,0.197,7.0,,1,0
109179,73,9,South,free,9,45.03,0.011,,0.957,2,0
109180,71,54,Ireland,basic,8,125.25,0.029,28.0,0.462,2,0
109181,32,52,South,free,5,38.7,0.058,7.0,-0.613,1,0
109182,72,33,Ireland,free,3,30.11,0.049,24.0,,1,0
109183,49,7,Wales,basic,8,51.97,0.33,30.0,-0.163,0,0
109184,79,7,North,free,15,48.17,0.215,51.0,0.0,2,0
109185,63,66,London,free,3,108.62,0.255,47.0,,0,0
109186,20,21,South,premium,10,100.21,0.042,2.0,-0.354,1,0
109187,30,46,North,free,4,38.14,0.216,7.0,-0.07,1,0
109188,43,69,London,free,7,16.73,0.083,6.0,,0,0
109189,31,36,London,free,12,84.72,0.027,8.0,-0.189,0,1
109190,26,15,South,free,7,21.67,0.109,64.0,0.466,0,1
109191,79,35,Wales,premium,3,50.28,0.079,47.0,-0.243,1,0
109192,72,16,Scotland,basic,9,79.23,0.114,12.0,0.326,0,0
109193,45,13,London,basic,5,214.48,0.256,59.0,,1,0
109194,31,59,London,free,10,282.42,0.084,24.0,-0.035,0,0
109195,29,25,Scotland,free,3,74.39,0.018,11.0,-0.072,1,0
109196,75,49,Scotland,premium,4,12.25,0.186,9.0,0.489,2,0
109197,38,53,London,free,14,23.45,0.069,2.0,-0.143,4,0
109198,18,40,Scotland,basic,10,48.23,0.088,12.0,0.514,0,0
109199,43,39,Wales,free,12,41.71,0.26,14.0,,2,0
109200,46,13,South,basic,8,59.37,0.151,1.0,0.585,1,0
109201,57,38,North,free,4,60.13,0.355,35.0,-0.397,0,0
109202,39,54,North,basic,6,22.27,0.223,7.0,0.092,1,0
109203,76,14,Scotland,free,4,85.58,0.062,44.0,-0.102,0,0
109204,58,16,Wales,free,6,27.41,0.4,239.0,,1,1
109205,80,50,London,free,7,61.49,0.068,19.0,0.212,3,0
109206,41,71,North,basic,7,212.65,0.118,4.0,-0.04,1,0
109207,59,28,London,basic,7,25.89,0.175,1.0,,1,0
109208,41,60,London,free,6,61.0,0.053,8.0,-0.175,1,0
109209,62,13,London,free,2,40.46,0.007,190.0,0.297,1,0
109210,64,41,London,free,2,25.67,0.014,33.0,0.38,2,0
109211,38,68,Ireland,basic,4,59.73,0.355,14.0,0.724,1,0
109212,77,32,London,basic,9,30.69,0.062,5.0,,0,0
109213,72,36,North,basic,8,98.29,0.017,24.0,,1,0
109214,74,11,South,free,5,87.91,0.264,59.0,0.29,2,0
109215,31,38,South,free,2,191.3,0.099,22.0,0.324,2,0
109216,63,42,Wales,premium,2,97.23,0.019,20.0,-0.004,1,0
109217,24,71,North,free,10,88.9,0.114,63.0,0.362,1,0
109218,24,14,North,free,6,12.59,0.325,36.0,,1,0
109219,79,26,North,premium,4,106.87,0.062,23.0,0.351,3,0
109220,27,47,London,basic,11,96.58,0.023,16.0,-0.339,2,0
109221,72,68,London,premium,9,31.77,0.133,20.0,0.302,0,0
109222,45,17,North,free,2,203.03,0.028,2.0,-0.348,4,0
109223,37,50,North,free,6,108.14,0.113,9.0,,0,0
109224,22,64,North,premium,5,64.13,0.144,101.0,0.183,1,0
109225,60,46,London,free,3,94.79,0.008,13.0,,2,0
109226,63,31,London,basic,8,77.21,0.411,15.0,-0.051,2,1
109227,47,17,Wales,free,5,63.01,0.241,0.0,,2,0
109228,69,21,North,free,7,47.56,0.006,86.0,0.142,0,0
109229,38,3,North,free,11,134.53,0.026,3.0,,1,0
109230,52,11,North,free,2,19.43,0.153,7.0,0.061,0,0
109231,36,31,South,free,2,63.35,0.107,20.0,,2,0
109232,54,10,Scotland,free,7,159.79,0.193,8.0,,4,0
109233,26,0,Scotland,premium,6,59.69,0.227,20.0,0.867,2,0
109234,47,50,London,premium,7,96.88,0.087,50.0,0.325,0,0
109235,52,5,London,free,6,54.8,0.269,44.0,0.696,1,0
109236,53,10,Scotland,premium,5,26.52,0.256,23.0,-0.312,2,0
109237,46,43,London,basic,6,105.57,0.347,13.0,0.115,0,0
109238,58,67,London,free,8,157.74,0.077,88.0,-0.245,1,0
109239,50,52,South,premium,5,36.63,0.064,6.0,,1,0
109240,35,2,London,free,3,81.37,0.17,15.0,,2,0
109241,31,12,London,free,10,67.36,0.057,5.0,-0.474,2,0
109242,58,54,North,free,10,41.85,0.201,35.0,,0,0
109243,77,53,London,basic,5,125.36,0.214,14.0,0.319,1,0
109244,65,28,Scotland,free,8,45.94,0.248,23.0,,0,0
109245,58,69,London,free,4,26.03,0.258,6.0,0.038,3,0
109246,76,64,Scotland,basic,3,41.96,0.37,76.0,0.641,0,0
109247,74,54,North,free,3,48.6,0.269,36.0,0.213,0,0
109248,49,54,South,free,3,33.71,0.12,,0.354,2,0
109249,24,57,Scotland,basic,6,36.79,0.496,38.0,-0.557,4,0
109250,57,10,Ireland,basic,6,23.82,0.244,39.0,,3,0
109251,57,51,South,basic,5,43.61,0.084,72.0,,1,0
109252,35,68,Ireland,free,3,61.59,0.059,59.0,,2,0
109253,71,16,London,free,8,28.44,0.055,34.0,-0.304,0,0
109254,72,1,London,free,3,25.03,0.287,,-0.47,1,0
109255,38,26,London,free,5,26.3,0.039,57.0,0.163,1,1
109256,48,19,Ireland,free,6,48.78,0.113,36.0,-0.211,1,0
109257,30,69,Scotland,free,9,37.44,0.033,3.0,,1,0
109258,29,32,Wales,basic,7,16.8,0.065,11.0,0.007,0,0
109259,34,48,North,free,8,21.94,0.09,11.0,,0,0
109260,41,71,London,basic,11,50.2,0.063,133.0,,1,0
109261,35,57,South,premium,4,40.87,0.071,40.0,-0.078,1,0
109262,27,54,South,basic,4,50.14,0.091,35.0,0.008,1,0
109263,46,70,South,premium,5,160.96,0.233,15.0,0.452,0,0
109264,57,50,London,free,8,64.11,0.081,8.0,-0.054,1,0
109265,38,16,London,premium,6,14.46,0.163,38.0,,0,0
109266,51,53,South,free,4,34.19,0.218,25.0,-0.244,4,1
109267,35,23,Ireland,free,4,68.11,0.057,64.0,0.312,3,1
109268,62,24,London,premium,4,33.22,0.099,19.0,0.357,0,0
109269,58,47,London,premium,4,26.6,0.015,45.0,0.085,3,0
109270,78,23,South,free,2,100.65,0.024,80.0,-0.091,0,0
109271,21,1,Wales,free,6,39.77,0.042,36.0,,1,0
109272,71,72,London,free,9,28.97,0.188,,0.023,1,0
109273,39,41,Scotland,basic,1,29.21,0.016,7.0,,0,0
109274,22,48,Scotland,free,6,173.15,0.195,2.0,0.011,0,1
109275,61,59,South,free,3,23.96,0.032,3.0,0.539,2,0
109276,28,46,London,basic,3,46.24,0.5,10.0,,0,1
109277,29,44,South,premium,8,48.21,0.102,10.0,,0,0
109278,79,57,London,free,3,86.27,0.136,2.0,0.741,3,0
109279,31,21,North,free,6,30.2,0.066,32.0,,3,0
109280,52,60,Wales,free,9,29.56,0.2,8.0,-0.185,1,0
109281,30,52,London,basic,6,93.83,0.134,22.0,,1,0
109282,25,13,London,free,3,302.54,0.099,37.0,0.543,0,0
109283,18,10,Wales,premium,5,35.85,0.133,8.0,0.454,0,0
109284,19,64,London,free,2,34.21,0.021,19.0,0.324,1,0
109285,47,65,London,free,7,303.76,0.278,23.0,,2,0
109286,45,72,South,free,6,41.47,0.062,20.0,0.25,1,0
109287,20,7,South,free,4,42.62,0.057,,0.238,0,0
109288,40,65,Scotland,premium,9,61.93,0.171,,,0,0
109289,35,63,South,free,10,72.59,0.282,36.0,0.002,1,0
109290,53,56,North,free,4,64.89,0.159,33.0,-0.158,1,0
109291,80,36,Wales,basic,4,107.05,0.184,5.0,0.396,2,0
109292,61,37,Wales,free,7,20.55,0.153,46.0,-0.228,3,0
109293,75,31,South,basic,5,46.54,0.28,6.0,,0,0
109294,30,2,South,premium,9,116.85,0.046,0.0,,0,0
109295,31,36,Scotland,basic,6,10.93,0.119,12.0,,0,0
109296,65,17,Wales,basic,8,21.72,0.023,34.0,0.351,2,0
109297,37,14,North,free,2,89.58,0.391,24.0,0.227,1,0
109298,71,4,Wales,free,8,57.86,0.29,31.0,0.556,2,0
109299,47,33,North,free,5,34.71,0.173,10.0,0.0,1,1
109300,30,3,London,free,5,68.03,0.208,12.0,,1,0
109301,71,62,Scotland,free,6,74.25,0.043,32.0,-0.139,1,0
109302,52,64,South,premium,5,29.3,0.295,,0.233,1,0
109303,68,58,North,basic,6,51.75,0.249,66.0,-0.271,1,0
109304,46,21,South,basic,4,23.97,0.063,9.0,-0.141,0,0
109305,25,11,South,basic,5,122.39,0.063,2.0,0.274,0,1
109306,60,36,London,free,2,18.31,0.032,41.0,-0.447,3,0
109307,25,49,London,free,5,49.88,0.051,11.0,0.543,2,0
109308,59,1,London,free,6,95.12,0.222,0.0,0.184,6,0
109309,44,62,Wales,free,9,221.61,0.067,21.0,,2,0
109310,67,32,Scotland,free,9,47.72,0.135,,,2,0
109311,72,59,North,basic,7,374.38,0.219,65.0,0.36,1,0
109312,43,5,London,premium,3,24.64,0.088,42.0,0.814,2,0
109313,73,31,Wales,free,10,82.41,0.206,53.0,-0.37,0,0
109314,24,33,London,free,6,33.48,0.09,102.0,-0.081,0,0
109315,24,3,London,basic,5,172.02,0.029,114.0,0.554,0,0
109316,80,51,South,free,4,51.31,0.312,11.0,0.068,1,0
109317,54,67,North,free,5,26.53,0.29,18.0,0.275,1,0
109318,46,39,Scotland,basic,4,130.04,0.098,,-0.549,1,0
109319,27,28,North,free,10,40.17,0.161,11.0,,1,1
109320,36,46,South,basic,9,21.99,0.07,140.0,,1,0
109321,61,26,London,free,5,43.6,0.082,5.0,0.16,1,0
109322,69,26,Scotland,basic,4,110.65,0.022,7.0,0.205,0,1
109323,75,55,London,basic,3,49.18,0.191,17.0,-0.245,1,0
109324,43,43,North,free,3,41.47,0.154,7.0,-0.15,1,0
109325,46,19,North,free,4,54.48,0.053,3.0,0.604,1,0
109326,28,29,South,free,4,10.14,0.22,31.0,,1,0
109327,23,60,Wales,free,5,404.19,0.165,,0.825,4,0
109328,45,38,London,free,7,52.49,0.168,66.0,0.533,2,0
109329,54,5,London,free,11,107.18,0.121,28.0,,1,0
109330,24,62,North,basic,5,155.43,0.126,80.0,,0,0
109331,43,54,London,free,3,25.68,0.055,81.0,0.093,0,0
109332,58,19,South,free,3,22.24,0.136,30.0,0.024,1,0
109333,69,70,Ireland,free,3,166.27,0.046,10.0,0.044,0,0
109334,77,69,London,free,8,30.71,0.114,3.0,0.947,2,0
109335,39,72,London,basic,7,41.4,0.027,100.0,0.106,0,0
109336,42,27,South,premium,5,31.96,0.04,17.0,0.541,1,0
109337,73,67,Wales,free,2,6.67,0.097,69.0,,1,0
109338,61,58,Scotland,free,7,46.41,0.018,4.0,-0.423,1,0
109339,35,63,Scotland,free,5,51.63,0.283,31.0,-0.105,0,0
109340,61,39,London,free,4,115.02,0.069,8.0,0.108,0,0
109341,27,20,Scotland,premium,3,39.57,0.097,75.0,0.081,0,0
109342,46,16,South,free,8,35.35,0.195,20.0,0.243,2,0
109343,37,70,London,free,9,79.16,0.376,14.0,0.039,1,0
109344,80,36,Wales,free,6,101.65,0.04,6.0,,1,0
109345,20,67,Wales,premium,8,23.95,0.002,23.0,0.358,2,0
109346,71,40,London,free,12,13.51,0.036,69.0,0.07,0,0
109347,35,39,London,premium,5,258.52,0.137,1.0,0.033,1,0
109348,20,5,South,free,5,161.86,0.416,18.0,0.208,4,0
109349,59,29,London,basic,10,33.83,0.087,61.0,,1,0
109350,60,40,London,premium,5,42.9,0.053,40.0,0.369,0,0
109351,26,7,London,basic,3,52.45,0.068,8.0,,0,0
109352,20,11,Wales,premium,4,29.51,0.141,,0.511,1,0
109353,25,43,London,basic,9,35.66,0.058,,0.361,1,0
109354,43,18,South,free,3,49.42,0.004,99.0,-0.166,0,0
109355,26,51,London,basic,5,19.88,0.203,87.0,,1,0
109356,62,33,London,free,9,276.94,0.044,3.0,0.058,1,0
109357,22,29,South,basic,4,16.48,0.05,19.0,,2,1
109358,67,8,South,free,4,12.33,0.111,2.0,,0,0
109359,73,29,South,basic,2,101.33,0.313,3.0,,3,0
109360,63,39,Scotland,basic,6,40.71,0.103,9.0,0.47,2,0
109361,77,41,Scotland,basic,9,72.42,0.233,52.0,,1,0
109362,77,19,North,premium,8,53.78,0.058,56.0,0.943,0,0
109363,20,2,North,basic,3,41.18,0.032,28.0,0.269,1,0
109364,39,68,Scotland,premium,7,50.24,0.208,,,1,0
109365,65,69,South,basic,2,71.4,0.093,22.0,0.065,2,0
109366,39,66,London,basic,7,119.35,0.07,70.0,0.076,1,0
109367,64,21,Scotland,free,4,31.7,0.279,53.0,0.039,0,1
109368,66,43,London,free,5,74.83,0.078,,,1,0
109369,80,10,London,free,3,38.87,0.211,2.0,,3,0
109370,38,66,South,basic,9,41.66,0.101,59.0,0.554,2,0
109371,39,0,Wales,free,4,29.1,0.276,36.0,0.333,0,0
109372,19,34,North,basic,4,43.86,0.239,1.0,,3,0
109373,35,62,London,free,9,22.79,0.236,0.0,,0,0
109374,35,52,London,basic,3,24.26,0.04,64.0,0.235,1,0
109375,46,63,North,free,9,28.43,0.04,52.0,0.35,0,0
109376,44,36,Wales,free,6,11.05,0.068,,0.294,2,0
109377,71,6,North,premium,5,27.68,0.5,43.0,0.315,0,0
109378,66,0,London,premium,14,37.83,0.049,20.0,,2,0
109379,63,11,North,premium,6,69.07,0.322,12.0,,0,0
109380,18,4,Ireland,free,4,20.24,0.077,156.0,-0.012,1,0
109381,47,32,South,free,6,52.17,0.194,,0.343,0,0
109382,63,3,London,premium,5,69.59,0.086,33.0,0.511,0,0
109383,33,13,South,free,9,44.24,0.116,10.0,0.425,1,1
109384,44,30,London,free,3,60.85,0.033,2.0,0.063,1,0
109385,63,53,Wales,free,5,61.89,0.184,23.0,-0.142,1,0
109386,68,49,London,free,4,41.24,0.01,18.0,0.148,1,0
109387,71,4,North,free,5,33.31,0.128,15.0,0.101,2,1
109388,45,65,Scotland,basic,1,59.74,0.222,8.0,0.454,1,0
109389,43,40,North,free,4,24.8,0.069,19.0,0.476,0,0
109390,42,25,South,premium,9,10.97,0.104,11.0,0.391,2,0
109391,60,27,Ireland,free,7,31.78,0.214,84.0,,2,0
109392,44,61,London,free,9,35.5,0.055,10.0,0.463,0,0
109393,43,33,London,free,5,58.58,0.068,15.0,0.291,1,0
109394,28,17,Scotland,basic,6,56.76,0.124,,-0.389,0,1
109395,48,31,London,free,10,33.57,0.116,18.0,,4,0
109396,32,4,London,free,10,55.91,0.229,0.0,,1,1
109397,51,11,London,free,5,99.1,0.253,,,1,0
109398,73,22,South,free,4,46.33,0.017,3.0,0.421,0,0
109399,66,16,London,free,5,27.48,0.056,34.0,,1,0
109400,48,25,London,free,6,39.64,0.132,84.0,0.054,2,1
109401,79,4,North,basic,10,86.73,0.056,9.0,0.118,1,0
109402,79,44,Scotland,free,4,19.19,0.24,1.0,,1,0
109403,45,8,South,premium,7,83.46,0.171,86.0,0.219,2,0
109404,66,15,South,free,7,35.65,0.016,12.0,-0.072,1,0
109405,39,71,London,basic,4,112.35,0.402,14.0,0.247,1,0
109406,73,0,London,basic,7,63.4,0.065,13.0,0.572,4,0
109407,41,20,London,free,4,79.56,0.121,13.0,,0,0
109408,34,36,South,basic,4,98.85,0.108,1.0,0.006,0,0
109409,26,22,South,free,6,111.84,0.003,0.0,0.127,0,0
109410,71,23,South,basic,7,94.14,0.267,5.0,0.017,2,0
109411,36,9,Scotland,free,8,27.01,0.237,47.0,,1,1
109412,69,30,South,basic,2,87.89,0.259,42.0,,1,0
109413,23,55,London,free,10,20.31,0.003,16.0,,1,0
109414,49,42,North,basic,6,22.73,0.07,41.0,-0.314,1,0
109415,44,67,South,free,10,49.08,0.332,33.0,,1,0
109416,45,51,North,free,4,124.74,0.083,21.0,0.301,2,0
109417,28,57,London,free,12,48.31,0.023,17.0,0.346,2,0
109418,22,31,London,free,8,29.87,0.092,21.0,0.747,0,0
109419,39,44,Scotland,basic,5,80.54,0.213,8.0,0.374,0,0
109420,47,42,South,premium,6,37.72,0.23,15.0,0.101,0,0
109421,67,59,Scotland,basic,6,71.95,0.161,6.0,,1,0
109422,47,36,Wales,free,7,57.32,0.049,76.0,0.159,1,0
109423,33,29,South,premium,9,26.74,0.239,16.0,,0,1
109424,34,5,South,basic,2,116.01,0.135,17.0,0.1,0,0
109425,56,62,North,free,6,16.54,0.066,20.0,0.06,3,0
109426,45,31,North,free,1,27.99,0.161,7.0,0.273,0,0
109427,74,58,Scotland,free,3,82.19,0.048,20.0,,1,0
109428,45,49,London,free,8,391.18,0.03,8.0,0.691,1,0
109429,53,0,South,basic,7,15.24,0.402,36.0,-0.036,1,1
109430,22,47,London,free,7,48.09,0.125,87.0,,0,0
109431,30,35,North,free,6,10.09,0.105,37.0,0.033,0,0
109432,71,17,North,free,6,47.42,0.007,47.0,0.029,2,0
109433,39,19,North,basic,5,33.27,0.174,3.0,,0,0
109434,44,46,London,free,12,53.98,0.125,22.0,0.617,2,0
109435,55,6,London,free,4,141.35,0.039,67.0,,2,0
109436,21,44,South,premium,5,96.34,0.099,8.0,,2,0
109437,49,61,London,basic,1,41.12,0.096,71.0,,1,0
109438,39,6,London,basic,6,86.42,0.107,,-0.452,0,0
109439,27,0,Scotland,free,8,55.7,0.147,58.0,0.021,3,0
109440,44,4,South,free,6,25.57,0.12,38.0,0.513,1,1
109441,46,53,London,basic,4,50.95,0.083,59.0,-0.022,3,0
109442,29,61,South,premium,9,73.82,0.022,,,1,0
109443,52,72,Wales,premium,6,500.0,0.111,10.0,,0,0
109444,65,2,South,free,8,133.86,0.115,5.0,,1,0
109445,34,35,North,basic,7,88.21,0.108,,,0,0
109446,78,3,London,free,4,15.29,0.133,18.0,0.589,2,0
109447,56,27,North,free,6,61.2,0.193,29.0,0.127,1,0
109448,66,22,South,basic,6,146.14,0.133,11.0,0.485,0,0
109449,22,44,London,free,6,79.01,0.027,0.0,0.131,2,0
109450,66,66,North,free,5,120.7,0.125,11.0,0.108,0,0
109451,39,58,London,free,6,77.26,0.036,12.0,,4,1
109452,62,4,Scotland,free,7,111.1,0.163,36.0,0.486,1,1
109453,68,17,London,free,9,16.28,0.002,7.0,0.103,2,0
109454,33,20,London,free,4,171.81,0.133,32.0,0.392,0,0
109455,34,18,South,premium,7,95.82,0.154,7.0,,4,0
109456,21,25,Scotland,basic,7,124.17,0.09,13.0,0.293,3,0
109457,56,44,Wales,free,11,59.79,0.017,22.0,,2,0
109458,66,53,London,free,1,79.28,0.047,18.0,0.221,1,0
109459,43,68,London,free,6,91.04,0.074,47.0,-0.354,2,1
109460,28,51,North,basic,6,48.25,0.439,2.0,0.507,2,0
109461,37,21,North,basic,5,31.25,0.066,9.0,0.093,1,0
109462,43,13,Wales,basic,4,25.03,0.16,51.0,0.104,1,0
109463,75,27,London,free,4,49.82,0.183,3.0,,1,0
